customer_id,plan_type,package_start_date,last_payment_date,monthly_bill,data_usage_gb,avg_call_minutes,complaints,tenure_months
101417,Prepaid,1/8/2021,2/1/2022,1273.661286,14.64217757,395.9415063,3,48
101418,Postpaid,10/9/2021,9/6/2022,3086.067209,68.19528882,1486.521884,0,39
101419,Prepaid,4/6/2019,5/2/2019,1631.845063,53.74475148,1360.017638,2,69
101420,Postpaid,8/16/2021,3/17/2022,1019.837974,56.6912906,1247.135812,3,41
101421,Prepaid,3/2/2021,8/28/2021,3604.734562,69.94418896,611.1595719,1,46
101422,Prepaid,1/25/2022,6/8/2022,2187.358874,150.44262,1301.92198,1,35
101423,Prepaid,2/5/2019,8/31/2019,1105.277376,12.06784762,1744.964697,2,71
101424,Prepaid,9/2/2021,2/8/2022,6274.231669,25.91576759,206.3105981,0,40
101425,Postpaid,9/25/2020,12/7/2020,1866.565652,8.955475876,2297.881434,3,51
101426,Prepaid,1/1/2019,12/8/2019,3860.718745,47.29822073,1142.097551,4,73
101427,Prepaid,4/29/2020,7/28/2020,4188.517146,48.62140419,185.9001226,2,56
101428,Prepaid,9/19/2021,11/3/2021,4807.811547,94.32565463,840.5453407,4,40
101429,Prepaid,4/3/2019,9/30/2019,3144.29125,31.48207201,872.3694846,2,70
101430,Postpaid,3/4/2021,8/3/2021,1572.16671,111.9198522,1434.752913,4,46
101431,Prepaid,9/14/2020,7/22/2021,2372.995587,137.2892293,838.3223887,1,52
101432,Postpaid,7/17/2019,7/22/2020,3917.733838,126.9991942,1293.582834,2,66
101433,Postpaid,11/20/2020,8/27/2021,1029.27199,26.42718188,1733.340841,2,50
101434,Prepaid,9/20/2022,8/11/2023,1916.151552,67.74846242,238.87564,4,27
101435,Prepaid,1/25/2020,2/20/2021,1436.674238,100.4806575,2081.261016,1,60
101436,Prepaid,10/23/2020,4/11/2021,3531.609262,88.80104967,246.9252517,4,51
101437,Prepaid,12/8/2022,1/7/2024,1884.102844,33.94327502,339.3272617,1,25
101438,Prepaid,4/1/2021,4/10/2022,4190.117427,190.4458597,1238.772241,0,45
101439,Prepaid,5/6/2019,2/26/2020,1928.088823,81.34364221,1350.713326,0,68
101440,Postpaid,9/22/2021,11/25/2021,5810.221468,145.1689012,210.3139998,0,39
101441,Prepaid,4/6/2019,5/2/2019,2044.631701,72.09146018,947.0281799,0,69
101442,Postpaid,12/31/2019,2/17/2020,2375.718612,51.60856625,1168.000996,1,60
101443,Postpaid,10/5/2021,5/31/2022,2194.104705,3.840681677,2204.010425,2,39
101444,Prepaid,8/26/2020,8/23/2021,4624.976732,66.74707198,964.9393598,3,52
101445,Prepaid,9/7/2022,8/13/2023,2674.713452,135.9539698,588.4708609,2,28
101446,Postpaid,3/14/2022,4/27/2022,7007.742087,164.8358625,1580.183757,7,34
101447,Postpaid,3/24/2019,12/1/2019,5188.559432,77.5182885,1152.508158,0,70
101448,Postpaid,3/28/2020,2/23/2021,2239.535492,57.53023408,179.2734789,0,58
101449,Postpaid,2/10/2022,9/26/2022,2655.074191,106.3138698,262.9732755,1,35
101450,Prepaid,12/4/2022,2/28/2023,2748.865524,85.23121185,571.3591612,2,25
101451,Prepaid,9/30/2021,12/2/2021,1639.826802,108.2155893,1398.861687,0,39
101452,Postpaid,5/26/2021,1/10/2022,4720.883435,84.14415036,1124.46154,0,43
101453,Postpaid,6/14/2021,12/28/2021,5022.726484,139.9981934,1123.889331,3,43
101454,Postpaid,3/17/2019,3/27/2020,4659.908819,101.2260787,1261.580925,3,70
101455,Prepaid,1/13/2019,1/21/2020,4277.421832,22.22223475,1631.250766,2,72
101456,Prepaid,10/29/2022,1/22/2023,2255.887762,31.61238351,1178.461922,4,26
101457,Prepaid,9/3/2019,3/23/2020,1659.276613,142.2190571,70.29410869,1,64
101458,Postpaid,12/5/2021,12/31/2022,3150.974208,132.5050586,890.9170833,1,37
101459,Postpaid,6/20/2020,1/8/2021,3782.407753,4.346428006,987.0623955,2,55
101460,Prepaid,3/25/2021,9/29/2021,5824.533274,52.427765,63.28056325,1,45
101461,Prepaid,8/4/2022,2/6/2023,1100.017601,21.77219722,1221.159097,1,29
101462,Prepaid,6/7/2020,11/19/2020,3160.780467,83.06275268,664.2872099,0,55
101463,Postpaid,12/3/2019,8/13/2020,1296.35608,15.12515864,1665.446929,1,61
101464,Prepaid,11/21/2020,12/31/2020,4107.542038,122.4161245,1420.750029,4,50
101465,Prepaid,1/23/2023,4/10/2023,1254.576802,93.19676935,132.8195552,1,23
101466,Prepaid,5/18/2021,5/21/2022,4512.266219,123.5255916,1806.349027,2,44
101467,Postpaid,11/10/2022,9/2/2023,3332.214281,115.7264475,1002.959574,1,26
101468,Prepaid,4/27/2019,4/27/2020,4564.772092,44.66414145,1555.374503,3,69
101469,Postpaid,6/9/2019,6/25/2019,1467.77105,28.33179741,567.4632267,1,67
101470,Prepaid,8/4/2021,10/28/2021,2685.318253,151.1601736,738.6153293,1,41
101471,Prepaid,3/27/2019,4/10/2019,5498.205656,48.61955132,121.8052265,0,70
101472,Prepaid,10/3/2022,8/13/2023,741.4321565,33.01949935,185.8867651,2,27
101473,Postpaid,4/28/2019,12/6/2019,3917.954909,12.59695963,1381.325816,1,69
101474,Postpaid,7/1/2022,2/11/2023,4971.923746,2.176687931,755.9187978,1,30
101475,Postpaid,10/16/2019,8/8/2020,5698.075948,44.59663934,1567.474326,3,63
101476,Prepaid,11/17/2022,4/28/2023,3719.0384,90.48540947,1050.599919,2,25
101477,Prepaid,2/1/2020,10/18/2020,5337.093512,90.41285494,1387.173531,0,59
101478,Prepaid,4/7/2021,6/16/2021,4777.512932,23.2481586,2271.031202,0,45
101479,Prepaid,12/1/2021,11/25/2022,5180.9091,62.40337921,1443.423913,0,37
101480,Prepaid,12/2/2022,6/3/2023,3199.859484,115.8584498,2114.493946,2,25
101481,Prepaid,1/9/2022,4/6/2022,3173.370272,190.6137467,1041.732518,2,36
101482,Prepaid,3/28/2020,7/17/2020,7546.657243,67.01465204,1819.751478,3,58
101483,Prepaid,10/16/2021,4/26/2022,2181.892586,16.55085207,999.3231843,1,39
101484,Prepaid,2/1/2023,6/20/2023,5782.743132,85.72737133,1354.200492,1,23
101485,Postpaid,6/20/2022,7/4/2023,1089.527266,21.88496279,1537.953158,2,30
101486,Prepaid,11/27/2019,10/14/2020,5703.828235,40.13460786,840.8149557,0,62
101487,Prepaid,11/28/2020,4/9/2021,2498.995561,7.043410571,1847.379061,1,49
101488,Prepaid,1/9/2023,6/26/2023,861.763184,46.27297149,248.5362689,0,24
101489,Prepaid,5/7/2020,1/26/2021,5038.359636,74.27373647,849.5424702,1,56
101490,Prepaid,1/20/2020,11/12/2020,6040.145135,82.6339401,159.017213,1,60
101491,Prepaid,10/3/2020,4/3/2021,1640.461862,29.89323725,1786.580988,3,51
101492,Postpaid,7/7/2020,7/26/2021,1425.276363,67.63566171,744.1673119,1,54
101493,Postpaid,5/26/2020,5/14/2021,5253.739562,40.69462789,1052.03868,1,56
101494,Prepaid,1/31/2020,3/9/2020,2784.091669,36.09630344,1959.567375,3,59
101495,Postpaid,11/27/2022,9/16/2023,4699.873353,56.95262286,1633.561368,2,25
101496,Prepaid,9/5/2022,9/30/2023,5391.831958,95.17897775,52.40748328,2,28
101497,Postpaid,9/22/2019,12/19/2019,1510.597092,126.2203674,1329.826842,0,64
101498,Prepaid,1/26/2020,2/17/2021,1142.534445,104.8536153,863.9424612,4,60
101499,Prepaid,10/23/2019,1/27/2020,2350.370381,134.6358541,1274.389363,2,63
101500,Prepaid,4/8/2021,6/28/2021,4714.101542,94.77597345,1482.419794,3,45
101501,Postpaid,11/1/2021,3/6/2022,5598.922304,115.5684908,790.276916,0,38
101502,Prepaid,6/9/2020,12/19/2020,2986.636436,131.8243939,2035.515342,1,55
101503,Prepaid,7/6/2019,11/3/2019,6281.444296,147.6102814,59.94892764,0,66
101504,Prepaid,12/30/2022,11/17/2023,2818.885982,114.2857032,1733.585658,1,24
101505,Prepaid,4/15/2021,2/10/2022,4504.34631,175.4434649,1387.376388,2,45
101506,Prepaid,1/9/2023,6/26/2023,1227.120343,45.72978591,155.3612193,0,24
101507,Prepaid,3/20/2020,5/1/2020,7645.215853,17.21626484,665.7344871,2,58
101508,Prepaid,2/23/2020,5/20/2020,5068.891405,24.08949031,531.1797255,2,59
101509,Postpaid,3/14/2021,2/11/2022,3321.491262,52.48138549,826.9432224,2,46
101510,Postpaid,8/8/2021,3/13/2022,5173.884736,112.0118887,1219.374111,0,41
101511,Prepaid,11/14/2019,12/27/2019,2562.894069,20.69424675,2090.004127,1,62
101512,Postpaid,2/20/2019,5/13/2019,1388.525505,26.30859203,1921.052519,1,71
101513,Prepaid,4/21/2019,11/11/2019,5893.59245,137.0964254,297.5235106,2,69
101514,Prepaid,6/29/2022,12/17/2022,4936.543237,112.9574657,947.3727308,2,30
101515,Prepaid,11/17/2021,7/7/2022,3016.384058,143.7176458,302.432013,0,38
101516,Prepaid,2/2/2020,3/3/2021,5128.987332,55.22184763,1071.06209,1,59
101517,Postpaid,4/22/2021,7/13/2021,3176.028895,141.0556209,962.0650022,0,45
101518,Postpaid,3/6/2019,11/9/2019,5578.842025,106.1532296,1128.898766,1,70
101519,Postpaid,9/25/2020,12/7/2020,1915.812137,9.645295285,1763.083066,4,51
101520,Prepaid,9/21/2019,10/5/2019,4870.199991,18.12821163,778.8962912,0,64
101521,Prepaid,11/18/2020,4/13/2021,5058.369981,18.25637219,1256.675321,0,50
101522,Prepaid,4/6/2022,1/11/2023,1944.017531,68.93761199,389.5398749,1,33
101523,Postpaid,4/11/2020,9/4/2020,4405.063935,124.9718065,2118.883769,1,57
101524,Postpaid,11/19/2020,5/20/2021,4835.090928,103.5877568,1338.502441,0,50
101525,Prepaid,7/28/2020,4/4/2021,4689.644179,28.79031317,1129.662031,4,53
101526,Postpaid,12/10/2022,10/22/2023,4578.588969,30.97588056,549.9403743,1,25
101527,Postpaid,1/3/2022,6/24/2022,5010.11166,111.4289057,1088.636502,3,36
101528,Postpaid,1/5/2021,4/27/2021,1089.070139,76.72970423,1234.264649,3,48
101529,Postpaid,7/17/2019,7/22/2020,4459.861587,117.507428,1090.128334,1,66
101530,Prepaid,2/4/2023,5/16/2023,4086.235435,24.02922845,1302.53253,1,23
101531,Prepaid,5/27/2019,10/31/2019,5783.276842,3.05431621,1106.110092,0,68
101532,Postpaid,11/10/2022,10/9/2023,6136.873555,10.6257723,591.9273376,1,26
101533,Postpaid,11/10/2021,4/17/2022,1935.805402,111.2284505,1625.438163,2,38
101534,Postpaid,10/9/2021,9/6/2022,2682.232609,137.2782448,1168.790498,0,39
101535,Postpaid,7/17/2019,7/22/2020,4676.195171,113.0551231,843.7455741,1,66
101536,Postpaid,2/10/2022,9/26/2022,2318.381232,88.70411715,342.8747421,1,35
101537,Postpaid,12/12/2019,12/22/2020,5395.253712,29.83435823,1109.147568,0,61
101538,Prepaid,3/16/2021,10/21/2021,1770.158121,54.18353055,1625.49118,0,46
101539,Postpaid,12/27/2020,3/5/2021,2377.592202,84.62894276,1488.349075,1,48
101540,Prepaid,11/29/2022,10/9/2023,3941.618981,64.80840201,1133.064129,2,25
101541,Prepaid,11/5/2021,5/14/2022,2897.19001,88.19853002,1432.884344,2,38
101542,Prepaid,9/18/2020,2/23/2021,2417.889757,20.88195944,97.95373475,0,52
101543,Prepaid,6/3/2019,11/11/2019,3400.866317,87.67198792,713.0042269,0,67
101544,Postpaid,4/27/2021,7/25/2021,5805.834839,100.1180413,1327.526061,0,44
101545,Prepaid,10/28/2022,8/24/2023,4268.903504,28.91089366,1085.37135,3,26
101546,Prepaid,4/21/2019,7/15/2019,5622.394342,97.36405323,1002.423693,1,69
101547,Prepaid,2/29/2020,12/21/2020,2051.911425,12.28161874,954.1904011,3,58
101548,Postpaid,4/28/2019,12/6/2019,4681.637313,12.64853317,1331.812009,1,69
101549,Prepaid,5/20/2019,9/23/2019,4092.189273,121.447031,1494.40432,0,68
101550,Postpaid,7/18/2022,5/11/2023,3875.705507,28.94403061,277.770569,2,29
101551,Postpaid,8/2/2019,8/31/2019,6891.417986,150.865893,787.2458977,0,65
101552,Prepaid,11/17/2021,7/7/2022,3238.714754,105.5950216,381.5354407,1,38
101553,Prepaid,8/15/2021,2/7/2022,5431.380997,16.20917113,452.2475995,0,41
101554,Prepaid,9/13/2019,12/15/2019,4971.48244,188.0375758,1148.82477,1,64
101555,Prepaid,7/17/2021,8/27/2021,3273.614687,32.78337571,606.6174014,2,42
101556,Prepaid,7/24/2022,2/17/2023,2561.985896,88.03838199,181.1983392,1,29
101557,Prepaid,3/21/2019,5/10/2019,1692.616877,122.8776863,223.332197,1,70
101558,Postpaid,9/19/2020,12/17/2020,3044.951368,150.8959333,752.8111111,0,52
101559,Postpaid,3/11/2021,12/11/2021,2574.355475,112.1381254,817.5718385,3,46
101560,Prepaid,4/10/2021,5/24/2021,5997.842372,47.43056642,771.9362177,0,45
101561,Prepaid,12/14/2020,1/9/2022,1421.392826,84.54439951,149.0289841,3,49
101562,Postpaid,4/25/2019,4/22/2020,7078.325265,102.1080249,444.6434395,1,69
101563,Prepaid,3/4/2022,11/18/2022,2698.614208,98.21100234,79.59081345,2,34
101564,Prepaid,4/21/2022,1/25/2023,4873.053548,47.92436097,391.0929607,2,32
101565,Postpaid,3/19/2019,3/30/2019,3429.441203,106.841967,1639.621601,0,70
101566,Prepaid,10/30/2019,5/7/2020,2980.729631,108.7405998,1517.141315,1,63
101567,Postpaid,3/8/2021,4/8/2021,5622.528089,53.35526184,1299.128359,0,46
101568,Postpaid,12/18/2021,6/6/2022,2302.40221,46.54358255,285.5764736,1,37
101569,Prepaid,1/5/2020,8/17/2020,7806.811389,43.94035191,1029.118858,2,60
101570,Prepaid,12/20/2020,2/22/2021,2585.37925,12.17418889,89.19057996,1,49
101571,Postpaid,11/26/2021,1/8/2022,1016.949701,86.90833388,1339.683718,0,37
101572,Prepaid,1/6/2022,5/3/2022,3565.959388,203.8880363,1359.401786,2,36
101573,Postpaid,2/23/2021,5/9/2021,4036.421722,87.66755349,624.6112787,1,46
101574,Postpaid,8/19/2019,2/2/2020,5318.269564,53.39531569,1178.41989,5,65
101575,Postpaid,2/6/2023,5/12/2023,4789.239794,101.1169332,595.5177477,0,23
101576,Postpaid,4/30/2022,5/26/2022,4253.37005,133.5657793,1836.466103,1,32
101577,Postpaid,8/29/2021,8/6/2022,4156.295603,1.550149069,1668.957704,0,40
101578,Prepaid,2/3/2019,9/20/2019,1772.389275,17.93141163,59.88753828,2,71
101579,Prepaid,3/2/2021,8/28/2021,3995.416865,37.21932229,847.3309691,0,46
101580,Postpaid,6/23/2020,3/21/2021,6394.888924,52.92149959,1784.440141,1,55
101581,Prepaid,12/2/2021,1/19/2022,2967.61148,98.55540872,279.9605652,2,37
101582,Prepaid,3/27/2019,4/10/2019,4447.072692,114.7003272,358.082957,0,70
101583,Postpaid,1/12/2021,3/15/2021,2186.372487,75.43326982,633.2866501,1,48
101584,Prepaid,1/8/2021,2/1/2022,984.5066504,8.129189917,622.7825948,3,48
101585,Postpaid,3/20/2022,9/20/2022,4521.34591,11.49919751,823.1366284,2,33
101586,Prepaid,11/1/2019,2/25/2020,4623.550189,58.73546052,1567.628367,0,62
101587,Postpaid,1/15/2019,6/19/2019,6743.206641,26.25646603,514.251454,5,72
101588,Prepaid,2/22/2019,8/14/2019,871.26012,24.19727369,139.1570049,1,71
101589,Prepaid,5/22/2021,2/25/2022,3206.067157,19.00294554,482.3441596,1,44
101590,Postpaid,5/28/2021,10/15/2021,3138.968818,134.4261502,1404.642871,1,43
101591,Postpaid,5/24/2022,3/14/2023,6417.998179,64.72632517,594.6794497,2,31
101592,Prepaid,2/9/2022,2/27/2023,2770.3151,86.14683663,962.5488058,4,35
101593,Postpaid,3/8/2021,4/8/2021,4588.803926,88.67773206,1092.048764,0,46
101594,Postpaid,9/19/2020,12/12/2020,6599.31888,28.15964727,159.0187031,0,52
101595,Prepaid,11/17/2022,12/23/2022,2125.676274,9.153712864,1799.596093,2,25
101596,Prepaid,12/11/2022,12/18/2023,1179.082633,18.95398355,1056.247165,1,25
101597,Prepaid,12/8/2022,1/7/2024,2090.658402,23.6257262,422.5670792,0,25
101598,Prepaid,12/15/2021,10/5/2022,5623.001373,106.8610492,1573.237163,1,37
101599,Prepaid,1/13/2023,11/19/2023,2402.300676,159.0851734,305.8941779,2,23
101600,Prepaid,1/13/2022,4/25/2022,1937.354038,118.5043437,1364.44583,2,36
101601,Postpaid,7/7/2019,3/19/2020,2187.955956,65.58694528,1198.03973,1,66
101602,Prepaid,3/25/2020,4/26/2021,3123.401304,99.78760029,1128.827129,0,58
101603,Postpaid,1/4/2022,4/13/2022,3468.384052,119.1698818,176.2425296,1,36
101604,Prepaid,10/27/2021,4/5/2022,3407.709179,56.93453552,1480.6059,0,38
101605,Postpaid,8/14/2021,4/29/2022,925.8930279,139.9148932,1091.88769,0,41
101606,Prepaid,10/11/2019,1/26/2020,4590.808968,48.84141722,1150.332332,1,63
101607,Prepaid,12/30/2022,11/17/2023,3047.560844,124.1011716,2073.731084,3,24
101608,Postpaid,9/8/2022,8/23/2023,5085.835594,29.30252977,1371.020413,3,28
101609,Prepaid,9/11/2019,12/10/2019,1609.430528,95.43385967,233.6964904,0,64
101610,Postpaid,3/16/2021,7/3/2021,1113.329995,84.55892142,1349.81649,1,46
101611,Postpaid,7/1/2020,9/30/2020,3879.402687,45.47173064,646.3973297,2,54
101612,Postpaid,1/3/2022,6/24/2022,4509.016783,167.8106673,1145.45121,1,36
101613,Prepaid,4/4/2020,4/19/2021,5558.075444,2.352755593,2535.671443,3,57
101614,Prepaid,6/4/2019,6/23/2020,4583.080246,17.02739138,1565.745341,1,67
101615,Prepaid,10/28/2022,8/24/2023,5418.580257,26.01337481,1754.339599,2,26
101616,Prepaid,6/5/2020,11/29/2020,2634.128497,72.30557921,1768.561093,1,55
101617,Prepaid,2/5/2021,12/7/2021,1003.702511,57.06234635,723.7051272,0,47
101618,Postpaid,7/17/2019,7/22/2020,4357.227104,149.0135406,1292.81199,0,66
101619,Prepaid,2/11/2020,7/16/2020,6169.637825,89.0006626,208.890728,1,59
101620,Prepaid,8/22/2022,4/28/2023,1625.774522,57.61371235,1207.656579,1,28
101621,Prepaid,8/6/2019,8/23/2020,6319.790863,158.8510193,1098.330578,1,65
101622,Postpaid,1/29/2023,5/25/2023,4684.976739,85.12597799,194.5411695,0,23
101623,Prepaid,4/4/2020,10/9/2020,4664.406045,31.63324119,1738.713003,2,57
101624,Postpaid,1/18/2023,11/28/2023,4147.117525,68.43605431,1654.944075,0,23
101625,Prepaid,8/26/2020,8/23/2021,5119.847251,91.58632896,933.2351648,1,52
101626,Prepaid,5/31/2019,6/26/2019,1438.216976,169.2373165,1524.313914,2,68
101627,Prepaid,12/17/2021,4/28/2022,4145.719063,11.82671082,324.2613559,2,37
101628,Prepaid,5/27/2021,10/26/2021,6290.183516,67.99622829,569.6886531,3,43
101629,Postpaid,7/4/2022,12/21/2022,6092.469236,39.64592114,1382.078091,0,30
101630,Prepaid,2/17/2022,1/10/2023,1835.147513,120.6653444,2186.179602,2,34
101631,Postpaid,6/15/2020,5/18/2021,2989.88613,77.90374835,783.9476476,0,55
101632,Prepaid,5/6/2020,3/31/2021,3805.57438,110.7045476,1140.038964,2,56
101633,Prepaid,1/2/2019,5/22/2019,4924.560212,48.30136566,1218.804721,3,73
101634,Postpaid,9/22/2019,12/19/2019,1540.326429,148.7282185,1104.909551,1,64
101635,Postpaid,3/22/2020,4/10/2021,3160.873906,113.8581299,1707.182996,1,58
101636,Postpaid,2/23/2021,5/9/2021,4488.934894,38.07610905,806.7045067,1,46
101637,Postpaid,11/14/2020,12/29/2020,2906.199448,90.65402029,1287.792312,5,50
101638,Prepaid,2/2/2023,1/5/2024,1215.25069,45.20648711,1007.937593,1,23
101639,Postpaid,9/10/2022,11/3/2022,3947.613475,50.54918454,1109.605925,2,28
101640,Prepaid,5/3/2022,2/6/2023,5710.487414,24.37272388,1003.482871,1,32
101641,Postpaid,8/5/2019,3/11/2020,2046.482852,114.8211253,100.8283357,1,65
101642,Postpaid,3/2/2019,1/18/2020,2347.161727,129.1823663,382.7503749,0,71
101643,Postpaid,2/16/2019,8/19/2019,5292.752469,77.84172129,1244.938088,3,71
101644,Prepaid,8/20/2020,6/18/2021,6413.814358,34.33635089,75.51823682,0,53
101645,Postpaid,2/14/2022,12/21/2022,1857.379511,84.15133568,1204.056038,0,35
101646,Prepaid,3/29/2022,11/2/2022,7157.392332,138.8035617,1283.187821,0,33
101647,Postpaid,8/14/2021,10/9/2021,1711.735738,123.4675271,135.529067,2,41
101648,Prepaid,4/6/2019,1/20/2020,3142.962117,61.49360603,794.8991352,1,69
101649,Prepaid,4/1/2022,7/3/2022,931.3925865,114.1962371,801.5802579,2,33
101650,Postpaid,2/6/2023,5/12/2023,5877.880155,82.52378633,537.4925645,0,23
101651,Prepaid,10/11/2019,1/26/2020,4904.440939,54.81975967,1110.148112,0,63
101652,Prepaid,4/21/2019,12/18/2019,1526.078611,45.34292622,2269.132397,2,69
101653,Postpaid,2/7/2021,11/12/2021,3191.886753,138.9231745,1091.130342,2,47
101654,Prepaid,9/16/2019,7/21/2020,2190.950666,139.2739327,422.5517555,2,64
101655,Postpaid,7/27/2019,6/30/2020,2781.853584,56.11200744,58.16282032,0,66
101656,Prepaid,1/1/2019,12/8/2019,3545.851183,48.60711066,1055.234344,2,73
101657,Prepaid,12/29/2022,4/19/2023,2672.466103,138.538735,1814.003641,2,24
101658,Prepaid,8/19/2019,6/25/2020,4299.103373,78.24423769,1658.555956,0,65
101659,Prepaid,12/13/2022,9/29/2023,7153.338742,65.49699109,1042.788366,0,25
101660,Postpaid,10/25/2020,11/16/2021,8112.346099,104.0692963,670.6932277,3,50
101661,Postpaid,5/28/2022,7/16/2022,5304.696195,67.97853498,1010.649264,0,31
101662,Postpaid,3/19/2019,3/30/2019,2142.669171,108.9149119,1674.11274,1,70
101663,Postpaid,3/16/2021,7/3/2021,942.4584342,101.4575773,1726.551313,0,46
101664,Prepaid,2/3/2022,10/2/2022,5285.578993,76.89527881,154.169016,0,35
101665,Prepaid,9/7/2022,8/13/2023,2770.497993,130.9396632,683.8585573,0,28
101666,Prepaid,11/2/2020,8/5/2021,6783.801435,54.94061428,1685.87635,0,50
101667,Prepaid,5/20/2019,9/23/2019,4844.465696,180.1565602,1578.951843,0,68
101668,Postpaid,8/15/2021,12/17/2021,6162.101222,21.62900949,582.1925533,2,41
101669,Postpaid,3/29/2022,4/19/2022,7788.934097,91.0827929,1660.178417,3,33
101670,Prepaid,3/25/2021,9/29/2021,5736.222256,33.84169835,66.3172281,0,45
101671,Prepaid,7/6/2019,11/3/2019,6384.667897,98.55689963,56.84451316,0,66
101672,Prepaid,7/18/2021,4/16/2022,2896.95831,120.8788891,915.5757265,0,42
101673,Postpaid,6/2/2022,7/27/2022,4954.853694,54.87696894,1165.652251,0,31
101674,Prepaid,11/30/2019,9/5/2020,4688.990013,113.4924903,1613.863357,3,61
101675,Prepaid,8/6/2019,8/3/2020,7013.635647,79.66643814,274.9400135,1,65
101676,Postpaid,9/19/2021,6/17/2022,1119.40713,193.7113449,1942.796662,3,40
101677,Postpaid,7/4/2022,12/21/2022,5499.695264,37.3585836,1331.165005,0,30
101678,Prepaid,5/13/2021,1/3/2022,1931.426221,2.585843563,575.7794965,1,44
101679,Postpaid,2/23/2021,7/28/2021,1980.256212,82.45976107,1134.845496,0,46
101680,Prepaid,2/2/2020,2/27/2020,2120.179038,11.6207093,1569.051043,0,59
101681,Postpaid,6/27/2021,10/25/2021,2522.277343,41.62242696,934.2692812,0,42
101682,Postpaid,8/26/2020,2/26/2021,5653.813059,130.998477,83.64401324,0,52
101683,Postpaid,9/8/2022,8/23/2023,5323.469559,48.28720296,1522.25079,2,28
101684,Prepaid,12/24/2020,3/28/2021,2406.317773,88.96411033,375.6329957,2,48
101685,Prepaid,5/17/2020,8/19/2020,4189.240802,110.3867618,225.3046654,2,56
101686,Prepaid,5/30/2021,10/29/2021,1635.554233,12.37806955,1555.398002,2,43
101687,Postpaid,5/28/2022,1/6/2023,996.7109239,96.7256292,511.1230659,2,31
101688,Prepaid,12/2/2019,12/1/2020,1770.934066,94.52781479,166.9609732,0,61
101689,Postpaid,3/26/2021,8/13/2021,3994.988542,101.7260881,1276.39801,1,45
101690,Postpaid,10/1/2022,2/17/2023,5495.790424,68.08783103,1054.32754,3,27
101691,Prepaid,11/16/2022,2/19/2023,1303.023607,8.359542968,2250.697176,1,25
101692,Postpaid,7/8/2022,3/16/2023,1295.168243,75.66774188,291.8083377,2,30
101693,Postpaid,9/19/2021,6/17/2022,933.3944772,139.9476806,1721.065015,3,40
101694,Prepaid,8/15/2020,11/28/2020,2960.544391,33.31234388,2527.111067,0,53
101695,Prepaid,8/6/2019,8/23/2020,6063.677883,173.6655655,495.0499964,1,65
101696,Prepaid,4/1/2021,4/10/2022,3810.908065,149.5479379,547.4897448,0,45
101697,Postpaid,1/21/2021,4/24/2021,1174.962957,10.93213652,1842.543698,4,48
101698,Prepaid,1/31/2020,3/9/2020,3647.111457,50.58825828,1980.667235,1,59
101699,Prepaid,8/5/2022,10/16/2022,1746.818258,101.1770034,774.1359927,0,29
101700,Prepaid,4/10/2022,11/15/2022,2453.108466,49.7668722,1204.445565,1,33
101701,Prepaid,2/9/2021,10/26/2021,2777.512348,87.35595749,1780.094487,3,47
101702,Prepaid,1/9/2023,6/26/2023,1339.578043,48.28586207,193.0225738,1,24
101703,Prepaid,12/29/2022,4/19/2023,4154.051294,133.6855375,1911.53215,3,24
101704,Prepaid,8/15/2021,2/7/2022,5027.699228,15.62472348,455.5452047,0,41
101705,Prepaid,8/7/2022,6/3/2023,2108.680613,60.51120656,258.3330297,1,29
101706,Postpaid,9/7/2020,10/25/2020,2159.873829,21.02560017,134.7302784,3,52
101707,Postpaid,11/30/2020,12/23/2021,6632.178523,9.794701791,63.24017158,0,49
101708,Postpaid,4/12/2020,8/28/2020,4066.22168,82.19833645,651.4293052,2,57
101709,Prepaid,2/16/2019,7/23/2019,2312.771753,142.876919,814.1948548,2,71
101710,Postpaid,10/6/2019,2/12/2020,5226.736802,124.3149648,122.1476227,0,63
101711,Prepaid,2/3/2022,10/2/2022,3451.088973,61.07580867,83.18742166,1,35
101712,Prepaid,1/11/2023,5/18/2023,1694.315668,2.605861972,1374.484606,4,24
101713,Prepaid,5/14/2019,12/26/2019,4607.554984,40.44788854,708.4462618,3,68
101714,Prepaid,4/2/2021,2/5/2022,2038.901587,44.7559282,627.6124043,2,45
101715,Prepaid,11/29/2020,7/23/2021,8374.856991,72.0065233,615.3003119,2,49
101716,Prepaid,3/20/2020,5/1/2020,7908.98849,16.32984351,777.4853893,0,58
101717,Prepaid,6/6/2021,10/2/2021,5962.87737,82.83153717,1195.468944,0,43
101718,Prepaid,4/4/2019,3/27/2020,2336.034873,115.0921691,531.6032884,3,69
101719,Prepaid,4/21/2019,7/15/2019,5312.093275,108.6776282,884.756405,0,69
101720,Postpaid,12/5/2022,5/15/2023,5125.012723,176.6361628,1025.443971,0,25
101721,Postpaid,6/30/2021,8/18/2021,1502.12296,24.58610538,1662.129584,3,42
101722,Prepaid,2/8/2021,5/3/2021,959.9353527,25.44658317,1154.04299,2,47
101723,Prepaid,2/5/2019,8/31/2019,1000.876935,8.292198446,1217.595675,4,71
101724,Postpaid,8/31/2019,12/20/2019,5179.921827,112.2057222,105.7852433,0,65
101725,Postpaid,6/25/2020,10/23/2020,4177.065763,35.82883516,344.8604167,2,55
101726,Prepaid,2/5/2020,10/14/2020,3329.982199,3.685578022,976.1068275,1,59
